PT_NAME_FR,SOC_NAME_FR,id_effet_secondaire
Trouble de la personnalite,Affections psychiatriques,522
Lesion,"Lesions, intoxications et complications d'interventions",523
Depression majeure,Affections psychiatriques,524
Pensees morbides,Affections psychiatriques,525
Trouble de l'adaptation,Affections psychiatriques,526
Non-observance du traitement,Troubles generaux et anomalies au site d'administration,527
Asphyxie,"Affections respiratoires, thoraciques et mediastinales",528
Dechirure cutanee,"Lesions, intoxications et complications d'interventions",529
Fracture de vertebre cervicale,"Lesions, intoxications et complications d'interventions",530
Oedeme de la face,Troubles generaux et anomalies au site d'administration,531
Dyskinesie,Affections du systeme nerveux,532
Trouble de depersonnalisation-derealisation,Affections psychiatriques,533
Desinhibition,Affections psychiatriques,534
Comportement d'evitement social,Affections psychiatriques,535
Colere,Affections psychiatriques,536
Anomalie du comportement,Affections psychiatriques,537
Idees suicidaires,Affections psychiatriques,538
Humeur depressive,Affections psychiatriques,539
Agression,Affections psychiatriques,540
Ictere cholestatique,Affections hepatobiliaires,541
Lesion hepatique induite par une drogue ou un medicament,Affections hepatobiliaires,542
Incontinence anale,Affections gastro-intestinales,543
Perte de conscience,Affections du systeme nerveux,544
Anticorps specifique a  un medicament,Investigations,545
Masse abdominale,Affections gastro-intestinales,546
Lymphome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",547
Hemorragie intermenstruelle,Affections des organes de reproduction et du sein,548
Leucemie myeloblastique aigue,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",549
Depression suicidaire,Affections psychiatriques,550
Fibrose pulmonaire,"Affections respiratoires, thoraciques et mediastinales",551
Infection localisee,Infections et infestations,552
Operation de la cheville,Actes medicaux et chirurgicaux,553
Hypopnee,"Affections respiratoires, thoraciques et mediastinales",554
Fracture de la hanche,"Lesions, intoxications et complications d'interventions",555
Imperiosite mictionnelle,Affections du rein et des voies urinaires,556
Lesion de la matiere blanche,Affections du systeme nerveux,557
Induration au site d'injection,Troubles generaux et anomalies au site d'administration,558
Angiopathie,Affections vasculaires,559
Cachexie,Troubles du metabolisme et de la nutrition,560
Abrasion cutanee,"Lesions, intoxications et complications d'interventions",561
Nodule,Troubles generaux et anomalies au site d'administration,562
Circulation peripherique de mauvaise qualite,Affections vasculaires,563
Livedo reticulaire,Affections de la peau et du tissu sous-cutane,564
Pouls pedieux diminue,Investigations,565
Hypophagie,Troubles du metabolisme et de la nutrition,566
Fissures cutanees,Affections de la peau et du tissu sous-cutane,567
Plaie,"Lesions, intoxications et complications d'interventions",568
Retard de cicatrisation,Troubles generaux et anomalies au site d'administration,569
Hemorragie rectale,Affections gastro-intestinales,570
Alteration de la couleur cutanee,Affections de la peau et du tissu sous-cutane,571
Fracture de ca´te,"Lesions, intoxications et complications d'interventions",572
Hyperkeratose,Affections de la peau et du tissu sous-cutane,573
Adenocarcinome du ca´lon,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",574
Affection buccale,Affections gastro-intestinales,575
Vitiligo,Affections de la peau et du tissu sous-cutane,576
Polyarthrite rhumatoide,Affections musculosquelettiques et du tissu conjonctif,577
Arthroscopie,Investigations,578
Appendicectomie,Actes medicaux et chirurgicaux,579
Infection fongique,Infections et infestations,580
Fer sanguin diminue,Investigations,581
Attaque de panique,Affections psychiatriques,582
Pharyngite,Infections et infestations,583
Hepatosplenomegalie,Affections hepatobiliaires,584
Numeration de lymphocytes augmentee,Investigations,585
Proteine C-reactive augmentee,Investigations,586
Cancer du ca´lon,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",587
Polypectomie,Actes medicaux et chirurgicaux,588
Albumine sanguine diminuee,Investigations,589
Urticaire chronique,Affections de la peau et du tissu sous-cutane,590
Rash erythemateux,Affections de la peau et du tissu sous-cutane,591
Capacite de travail alteree,Caracteristiques socio-environnementales,592
Ferritine serique diminuee,Investigations,593
Capacite totale de fixation du fer augmentee,Investigations,594
Volume globulaire moyen diminue,Investigations,595
Monocytes augmentes,Investigations,596
Craniosynostose,"Affections congenitales, familiales et genetiques",597
Deformation de ca´te,Affections musculosquelettiques et du tissu conjonctif,598
Utilisateur de fauteuil roulant,Caracteristiques socio-environnementales,599
Ptosis,Affections oculaires,600
Infertilite masculine,Affections des organes de reproduction et du sein,601
Exposition foetale durant la grossesse,"Lesions, intoxications et complications d'interventions",602
Dysplasie developpementale de hanche,"Affections congenitales, familiales et genetiques",603
Ambiguite des organes genitaux externes,"Affections congenitales, familiales et genetiques",604
Cryptorchidie,"Affections congenitales, familiales et genetiques",605
Defaut de tube neural,"Affections congenitales, familiales et genetiques",606
Hypospadias,"Affections congenitales, familiales et genetiques",607
Spina bifida,"Affections congenitales, familiales et genetiques",608
Malformation d'Arnold-Chiari,"Affections congenitales, familiales et genetiques",609
Cardiopathie congenitale,"Affections congenitales, familiales et genetiques",610
Syndrome myelodysplasique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",611
Meningomyelocele,"Affections congenitales, familiales et genetiques",612
Communication auriculoventriculaire,"Affections congenitales, familiales et genetiques",613
Discopathie vertebrale,Affections musculosquelettiques et du tissu conjonctif,614
Diplopie,Affections oculaires,615
Humeur modifiee,Affections psychiatriques,616
Douleur renale,Affections du rein et des voies urinaires,617
Contusion au site d'injection,Troubles generaux et anomalies au site d'administration,618
Cecite unilaterale,Affections oculaires,619
Impatiences,Affections psychiatriques,620
Cystocele,Affections des organes de reproduction et du sein,621
Insuffisance cardiaque,Affections cardiaques,622
Hematemese,Affections gastro-intestinales,623
Infection bacterienne,Infections et infestations,624
Spondylarthrite ankylosante,Affections musculosquelettiques et du tissu conjonctif,625
Acne,Affections de la peau et du tissu sous-cutane,626
Chaleur cutanee,Affections de la peau et du tissu sous-cutane,627
arytheme au site d'injection,Troubles generaux et anomalies au site d'administration,628
Douleur oculaire,Affections oculaires,629
Kyste,Troubles generaux et anomalies au site d'administration,630
Abces de l'aine,Infections et infestations,631
Infection de l'oreille,Infections et infestations,632
Douleur buccale,Affections gastro-intestinales,633
Exerese de lithiase renale,Actes medicaux et chirurgicaux,634
Douleur gingivale,Affections gastro-intestinales,635
Douleur labiale,Affections gastro-intestinales,636
Cancer hepatique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",637
Metastases hepatiques,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",638
Hepatomegalie,Affections hepatobiliaires,639
Tumeur maligne,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",640
Chirurgie,Actes medicaux et chirurgicaux,641
Vaginose bacterienne,Infections et infestations,642
Tomographie a  positrons anormale,Investigations,643
Lymphadenite,Affections hematologiques et du systeme lymphatique,644
Scintigraphie ganglionnaire anormale,Investigations,645
Cancer du sein chez la femme,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",646
Hypertrophie des amygdales,"Affections respiratoires, thoraciques et mediastinales",647
Angine,Infections et infestations,648
Lymphopenie,Affections hematologiques et du systeme lymphatique,649
Immunoglobulines G sanguines augmentees,Investigations,650
Hypersensibilite medicamenteuse,Affections du systeme immunitaire,651
Anticorps anti-ADN positifs,Investigations,652
Fibrose hepatique,Affections hepatobiliaires,653
Hepatite auto-immune,Affections hepatobiliaires,654
Immunoglobulines M sanguines augmentees,Investigations,655
Necrose hepatique,Affections hepatobiliaires,656
Baisse de l'interaªt,Affections psychiatriques,657
Impatience,Affections psychiatriques,658
Thrombose veineuse profonde,Affections vasculaires,659
achographie doppler anormale,Investigations,660
Scanographie anormale,Investigations,661
D-Dimere augmente,Investigations,662
Magnesium sanguin diminue,Investigations,663
Trouble cardiaque,Affections cardiaques,664
Sueur froide,Affections de la peau et du tissu sous-cutane,665
Nephrite tubulo-interstitielle,Affections du rein et des voies urinaires,666
Nephrite allergique,Affections du rein et des voies urinaires,667
Biopsie renale anormale,Investigations,668
Insuffisance de lactation,Affections des organes de reproduction et du sein,669
Anhedonie,Affections psychiatriques,670
Mort subite,Troubles generaux et anomalies au site d'administration,671
Concentration therapeutique de medicament antidepresseur,Investigations,672
Idees d'homicide,Affections psychiatriques,673
Automutilation intentionnelle,Affections psychiatriques,674
Sensation de froid,Troubles generaux et anomalies au site d'administration,675
Thrombose veineuse cerebrale,Affections du systeme nerveux,676
Thrombose du sinus sagittal superieur,Affections du systeme nerveux,677
Cauchemar,Affections psychiatriques,678
Infection virale,Infections et infestations,679
Complication associee au dispositif,Troubles generaux et anomalies au site d'administration,680
Deplacement de dispositif,Problemes de produit,681
Inflammation muqueuse,Troubles generaux et anomalies au site d'administration,682
Insuffisance de la moelle osseuse,Affections hematologiques et du systeme lymphatique,683
Reticulocytes diminues,Investigations,684
Pancytopenie,Affections hematologiques et du systeme lymphatique,685
Oedemes peripheriques,Troubles generaux et anomalies au site d'administration,686
Gaªne de la taªte,Affections du systeme nerveux,687
Formation d'ecume buccale,Troubles generaux et anomalies au site d'administration,688
Diminution de la toux,"Affections respiratoires, thoraciques et mediastinales",689
Creatinine sanguine anormale,Investigations,690
Insuffisance renale aigue,Affections du rein et des voies urinaires,691
Traitement anticoagulant,Actes medicaux et chirurgicaux,692
Hemoptysie,"Affections respiratoires, thoraciques et mediastinales",693
Interaction avec l'alcool,Troubles generaux et anomalies au site d'administration,694
Surdosage intentionnel,"Lesions, intoxications et complications d'interventions",695
Hurlement,Troubles generaux et anomalies au site d'administration,696
Radiculopathie,Affections du systeme nerveux,697
Insuffisance surrenalienne,Affections endocriniennes,698
Convulsion hypoglycemique,Affections du systeme nerveux,699
Sautes d'humeur,Affections psychiatriques,700
Taux sanguin d'acide lactique augmente,Investigations,701
Trouble alimentaire,Affections psychiatriques,702
Acidose metabolique,Troubles du metabolisme et de la nutrition,703
Amylase augmentee,Investigations,704
Lactate deshydrogenase sanguine diminuee,Investigations,705
Hemorragie de l'appareil respiratoire,"Affections respiratoires, thoraciques et mediastinales",706
Hypernatremie,Troubles du metabolisme et de la nutrition,707
